,comp2,comp3,comp4
Mononucl_epi,-0.03919214938104986,-0.00765473699880864,-0.04401109015851002
CD45_Epi,-0.007086059388353191,-0.02751432784584408,0.07852404022561328
pACC_liver,0.053744469496742976,0.042867698601845666,0.02364445103933494
pHSL_epi,-0.003731946873726512,0.0031609105949253866,-0.01755736568093527
pAKT_epi,-0.00472444114701464,-0.015649081997205362,-0.00261875405874382
IL1b_epi,-0.02592823451429566,-0.04684141698699775,0.02517001586083346
pACC_SCfat,0.023531122041877028,0.041429173933894996,0.04887148635061595
CS_epi,0.006358741824230123,-0.00987880818622506,-0.015340878293665764
ALT_gastro,-0.02061097190553066,-0.015649893666077788,-0.002423753464034346
Glycogen_liver,0.009020218503406573,0.03100696441039434,-0.10472123095110061
