,comp2,comp3,comp4
Butyrate,0.04856964643194093,0.01871872444823109,-0.041717641463271435
Acetate,0.010439368866986822,0.021748174935127748,-0.10929498052858093
Propionate,0.010153574841045735,0.020297784501855064,-0.07057842159841428
Valerate,-0.013282672594796626,-0.02048221686212995,-0.007374638138612655
Isovalerate,-0.02496326157777339,-0.027729613494436034,0.036412039684643786
Formate,0.020417864998252003,-0.031476435349466,0.053036714966452875
Glucose,0.05372189259154457,0.025541030966870538,-0.027126233629332943
Glycerol,-0.056904208492239296,-0.011964257455443255,-0.015583207043574313
Threonine,-0.01353960798453397,-0.01684844479574669,0.006944748089421894
Methionine,0.0024359685203390606,0.006462411721506418,0.02138163051897958
Valine,-0.0021568489531117647,0.0002344562328623314,-0.00985605850591797
Proline,0.002308469345544431,0.004446528094689217,-0.00456314272291629
Lactate,-0.038039602644378646,-0.014707412569408282,0.03432883759243811
Glutamate,0.003758748838595615,0.0044534572350784455,-0.026670742614240916
Ethanol,-0.015544635620271863,0.039513283974429374,-0.07836756533698205
Aspartate,-0.005645971603255366,-0.008505299342805745,0.0055836047224918405
Alanine,0.0006442766007510556,0.001107062099413012,-0.014321520644151245
Phenylalanine,0.005256063133296672,0.001147645735942086,0.010326542559856478
Isoleucine,0.009385063205195826,0.0024267649145252534,-0.0023295428345752314
Tyrosine,0.0019921356893720355,0.0006425001143460074,0.01287729338775031
Glycine,-0.02534098337282207,-0.008528060214326474,0.025958682701417466
Nicotinate,0.0213718340316024,0.004719925062901691,0.06043115764436946
Uracil,0.015178617270350945,0.012029357974408352,0.03008491502295257
Succinate,-0.021539635053257653,0.004784698798318073,-0.01704814358091215
Pyruvate,0.012323225286879284,-0.009460177734469236,0.05927110344297335
Methylamine,8.325915197388337e-05,-0.019207780962105434,0.06129349326421297
