,comp2,comp3,comp4
CVJT01000011.50.2173,-0.00495631803050308,0.008744739846548485,0.005803486235929904
CCPS01000022.154.1916,-0.014810077314115547,-0.005104339793591572,-0.005996006207221116
KJ923794.1.1762,-0.010805595501036306,0.0024559181942098627,0.003217256498779328
EU622687.1.1587,0.009189174688724641,-0.017996327554806856,-0.011339684136292627
KY646024.1.1591,0.01276524276175841,-0.002336822418014156,-0.000753522244861347
JUOP01000215.81.1657,0.007086749773150166,-0.006137637709470581,0.0033190250151000737
LG042641.312212.313771,-0.009359992815325702,0.016708519094603632,-0.020364690127566108
AB559692.1.1569,-0.003854369701430339,-0.005721211906086652,0.00369556124385293
AY349382.1.1568,-0.027689227796860186,0.02280446698324097,-0.023058894104730658
AB606407.1.1554,0.017111428664052304,0.016344973312461215,-0.01251775916505283
AB969632.1.1565,0.00504350665799411,-0.007834488627582117,0.005380734762169346
DQ394600.1.1565,0.016371819700718653,-0.004348065115482652,-0.003870159430445391
EU622770.1.1565,-0.09564740814252759,-0.0019396501046965457,-0.06024858392813979
DQ394665.1.1563,-0.013504824481035401,-0.0010624317311325481,0.005753015833739877
DQ394662.1.1562,-0.0008477995398190346,-0.0036191372485729046,0.0032030956388410924
JQ805635.1.1591,-0.0025573442156055083,0.00020099254510244993,0.0020137971892883297
AY858424.1.1561,0.0075901235360819625,-0.00012614565464961659,0.0023810332190148734
DQ394666.1.1561,0.0067479583505404474,-0.0027597771192694564,0.0013904124057932945
DQ105660.1.1557,-0.0016697526781545432,-0.004287432267227844,0.0019251170755954455
DQ288684.1.1556,-0.0038794132364242356,0.005054235673151639,0.001113669494791004
AB506139.1.1558,-0.0012631079062615312,0.003670144617474183,0.0026772318713940892
AB606249.1.1546,0.0055048225278810795,0.0007874650572273622,-0.013452712986273974
AB824407.1.1559,-0.006990523173493031,-0.004520597297924012,0.004921842167108864
AB627542.1.1557,0.005676022936551113,-0.005847932036860869,0.001529173633307278
AATF01001055.137.1680,-0.010204734575915964,-0.012845929863470893,-0.022641284317195056
AY958894.1.1549,-0.004001098337444946,-0.007536952106470906,0.005637271150481597
AJ301839.1.1556,0.014834383515075326,0.004219032026458344,-0.0008537691615715842
AB606326.1.1542,-0.024304859846274673,-0.013490521848189588,-0.01626538305123644
KJ833601.1.1542,0.0036609982782463235,-0.004362998821438397,0.00164472816129481
AY941840.1.1568,0.02102071241630894,0.0011754069492675295,0.0020913396178583645
CP007394.148.1706,0.007582603245228913,-0.0030576076674228275,0.00042067325833744176
