,comp2,comp3,comp4
Butyrate,-0.05308676985571045,0.06191292540715843,-0.10724163253287121
Acetate,0.0004998916106823667,0.008112201969085771,-0.2809569171172671
Propionate,-0.008399944731686478,0.0019934467177564596,-0.18151799437645547
Valerate,0.02330259660085064,0.02278024914408058,-0.013165732576219523
Isovalerate,0.026360092819350728,-0.007599319398611925,0.0975775942593553
Formate,-0.01712763059746633,0.03758321333176511,0.13861792558367164
Glucose,-0.059379576945983295,0.018168478625565428,-0.08052324132471506
Glycerol,0.07779835448601652,0.03812979035539383,-0.027035631604908527
Threonine,0.031810838507615166,-0.025016362788711104,0.01981373041418826
Methionine,-0.008233462103465664,-0.010729126551966192,0.056439215299976406
Valine,0.014008485019778283,-0.015187860277869312,-0.02421957067882524
Proline,0.002194996050293811,-0.0022746528793555335,-0.012827833061743309
Lactate,0.026076287539811577,0.020364947074398742,0.09576482842997944
Glutamate,0.0036650029845263603,0.011396159067866639,-0.06497237494014088
Ethanol,0.011044235225032168,-0.001957253012535594,-0.18416589849052478
Aspartate,0.013746298919325975,-0.013944105454670608,0.016575771784266096
Alanine,0.007825494853353628,-0.005445046890389476,-0.035247781669951954
Phenylalanine,-0.003628072228606859,0.0025154924704033715,0.028856233037822903
Isoleucine,0.0013146923507645655,-0.009331896913571884,-0.005147558757399609
Tyrosine,-0.003423345635318788,-0.00982882482238584,0.03412852323027725
Glycine,0.042381115179753806,-0.014820258461066405,0.06805258190413128
Nicotinate,-0.05505993788124027,0.009489881955539044,0.14901228480288714
Uracil,-0.03869640174285991,0.00023222502899449527,0.07521468083870894
Succinate,0.021850064750539813,-0.09991722485166128,-0.05882907028619862
Pyruvate,-0.04167866197226502,-0.02331687092798368,0.14548287886650332
Methylamine,-0.013336208478701957,0.006701713195610561,0.14655521251259934
