,comp2,comp3,comp4
Mononucl_epi,-0.04438067218267118,0.09614199126147512,-0.1216430915324595
CD45_Epi,0.0069455137400502255,0.092242417029192,0.2189314656123621
pACC_liver,0.03310496970828702,-0.26290546478492316,0.11985607020083239
pHSL_epi,-0.004741606413453041,0.0009470628802557388,-0.05143952778585403
pAKT_epi,0.00039006443773058043,0.060332617389086844,-0.022501017663731873
IL1b_epi,-0.0068984429807812265,0.2045237732375676,0.03336203561849824
pACC_SCfat,0.009130248792307732,-0.19060341677693352,0.19485312607308938
CS_epi,0.008234094924019553,0.01768626393479831,-0.056587777692547005
ALT_gastro,-0.013356532903219245,0.09654124731013429,-0.021688361386613963
Glycogen_liver,-0.005659522441814524,-0.10412911559948093,-0.29803868113530924
