,comp2,comp3,comp4
CVJT01000011.50.2173,0.007266909986402698,-0.02003017416458323,0.007153046425172945
CCPS01000022.154.1916,0.009018203084191257,-0.007894015730151227,-0.011477228288501201
KJ923794.1.1762,0.00456942949349389,-0.005472273434869435,0.0005523586519799985
EU622687.1.1587,-0.020581000430293102,0.009874857773968222,-0.018830942932226917
KY646024.1.1591,-0.006380499305919158,0.0003316106064193125,0.0002210478782338342
JUOP01000215.81.1657,-0.008893745254942749,-0.012184863913514813,0.0010933432782565826
LG042641.312212.313771,0.0405782582606693,0.0437588098439422,-0.013575707484915902
AB559692.1.1569,-0.005622659638753664,-0.01074626068977259,5.244287229710082e-05
AY349382.1.1568,0.05455597667737679,0.038149119008483605,-0.019011315454296747
AB606407.1.1554,-0.001642031796268341,0.0370965653529519,-0.0029134444532401865
AB969632.1.1565,-0.01069230949022692,-0.0012768139928070502,0.005009631382478288
DQ394600.1.1565,-0.007023843361644569,0.00548373036821307,-0.0002756919542100584
EU622770.1.1565,0.04580572742115407,-0.019326798117261762,-0.10296699358199972
DQ394665.1.1563,0.009453635923363374,-0.014225094859957554,0.002865012005484411
DQ394662.1.1562,-0.007041692467721974,0.003580952533542944,0.0015577958201689588
JQ805635.1.1591,0.006667109986122379,-0.007372788533994138,0.0024678363941029527
AY858424.1.1561,-0.008166396257033966,0.0025653650438001506,0.005745503797217684
DQ394666.1.1561,-0.012480324535860942,0.006162772548834489,0.0024634232664473574
DQ105660.1.1557,0.0025265316561635474,0.0001084565154196633,0.0025706038941519698
DQ288684.1.1556,7.032441247653627e-05,4.5850433996339807e-07,-0.00014460678664826457
AB506139.1.1558,0.015404929877123394,0.00441839686954988,0.007790087750423301
AB606249.1.1546,-0.0017190996963213573,0.03344028586929704,-0.012470348642825075
AB824407.1.1559,-0.006497962407193969,-0.006622189064051446,0.0006245419001396484
AB627542.1.1557,-0.008979659626293997,0.002745292107394975,0.0013392821149487864
AATF01001055.137.1680,-0.00371426967481769,-0.014217127704413182,-0.033444431358289485
AY958894.1.1549,-0.0029230729868469233,-0.01600729964225506,0.0005646083085937013
AJ301839.1.1556,-0.004319240667624338,0.014850264926639089,0.00482944471724185
AB606326.1.1542,0.0023808934144406418,-0.016717436219547348,-0.033296987666262386
KJ833601.1.1542,-0.003515442944723759,-0.007177377273909718,-0.0003652283816958466
AY941840.1.1568,-0.005263134837674332,-0.006289201667094294,0.006856295570865091
CP007394.148.1706,-0.007180164630804889,0.00450651369389043,0.001664422029727124
JFOF01000052.9721.11268,0.0003868012081436389,-0.0009429695141891405,-0.0014697008676876852
CP015906.2140419.2141977,0.022669038350946937,0.011135454168725965,-0.0864332573304388
FJ951901.1.1538,0.026677110182195426,-0.02365485058143095,0.0001908689113833184
FJ879275.1.1537,-0.017583443487777916,-0.012565449494202045,0.004352298474675763
HM124144.1.1537,0.004100696301229626,0.01653964699015086,-0.0023863519667229514
AFST01000003.1612.3154,0.0023968896325810944,0.010168082003916062,0.004955927380038633
DQ288680.1.1547,-0.000439284524537897,0.0015782838349853083,0.0015402589432962595
DQ905283.1.1535,0.014114614112647042,-0.007689179012692336,0.006750240705693315
EF031001.1.1547,0.0008563011352893032,-0.011455600014165882,0.0007729319146574148
EF406864.1.1535,0.008394748598299414,0.014567720745985864,-0.004671565591896068
EU845654.1.1551,-0.006401877077512462,-0.020958092387050094,0.0008625650771743407
DQ394661.1.1545,-0.005617806338441514,-0.0040252482383483276,0.00033068338393639273
EF686530.1.1533,-0.006004917127416412,0.007390410020267625,-0.0010857347017289578
EU791081.1.1533,-0.006029548055784337,-0.004883498739418363,0.0006034001804479068
GQ451195.1.1535,-0.004668266958645447,-0.0038210212169844846,0.008266023891983007
AB606277.1.1532,0.008981421429233211,0.004532458028417391,-0.0012844054936259283
HK555817.1.1532,-0.0012383552760991405,-0.012254189848007057,0.0038924449972400355
JN713381.1.1544,0.011538475971443378,-0.006074240787743698,0.0037392267666625837
JQ084715.1.1532,-0.007905810567618307,0.009870001301995036,0.004812227395892849
AB627471.1.1543,0.07279710946660944,0.06249284155855112,-0.012313676439200822
CDYJ01035375.5063.6592,-0.0025638232429600915,0.0009733586068118227,-0.000768183608559604
FJ880194.1.1530,0.006384792652875559,0.0005402620011438862,0.0022523825822921466
LN612693.1.1530,-0.005534349224903578,0.005349950626789926,0.0016433821518103077
AY959035.1.1536,-0.001695630443738344,-0.0018025873548205944,0.0046961034400039335
AYGZ01000001.327.1863,0.021676491886588246,0.05162478908260387,-0.03379836352979286
HM124277.1.1529,0.0012124794222519635,0.0015029719343027804,0.002222411386363311
CP001918.5152784.5154334,-0.007614773191852702,0.01718207911865545,0.006852222081699507
CP007391.4812088.4813634,0.0048810664913582465,-0.00477677903573812,0.0006892850471442238
EU844697.1.1539,0.011920229104366766,0.0014113592572773382,0.0003112841636113427
FJ879725.1.1573,0.006944241543036156,0.0026010583153652633,0.0012281637700635106
HM124131.1.1528,-0.001891097185840724,-0.0016852068482910247,-3.370705105570731e-05
JX218307.1.1528,0.008330766523477617,0.00093578468218966,0.0025748096466111634
AB627729.1.1539,0.004518090244601131,0.10973371613236346,-0.022029331199494514
AIGU01000070.44831.46365,0.010579850087342982,0.012116672600789177,0.00786026192133437
CZAB01000004.3636.5162,-0.0012919738934165296,-0.046957936805912266,-0.010735414035790508
JGZF01000005.1.1534,0.0015192250026339548,0.0036389683750015734,0.0007477391925242275
EF603968.1.1525,0.029473400841211972,0.004545219098754917,-0.018057483487001123
KC561128.1.1525,0.012599593172513706,0.006693735316674667,0.004633915095765359
ASTF01000015.433637.435168,0.02531257444983924,0.03658829655811444,-0.0006574363689003423
AY464464.1.1546,-0.0035207586052599473,-0.0012511469589402294,0.00038342969102091266
GU303678.1.1524,0.006851529045349027,-0.009141322120976339,0.0023430390449422256
JX852667.1.1567,-0.00996157708690471,-0.00905594047050903,0.004105305407165581
KX570900.1.1529,-0.013170363999709792,-0.004011834617922891,0.0034868948195997907
AF262239.1.1537,-0.0012343407889604597,0.0013777572579995797,0.0003517989594381502
AIGU01000067.2664.4193,-0.0070195079746054895,-0.008332356650682741,0.0001593428474661998
AWFQ01000007.543.2090,-0.01369657125825137,-0.018074965175368937,-0.0016461336218904362
AYMP01000037.63.1585,-0.026518796211056878,-0.012150335314433429,0.006480290871685382
EU791122.1.1523,-0.006486821061825199,0.007304229825383596,0.001985197376181847
FPLN01005933.9.1531,0.0016289114039308463,0.0006652808231897262,0.0020104949592772304
FPLN01010442.9.1531,0.00446471171009458,0.00561707790057912,0.0041927084640435985
GAIQ01048712.3375.4897,-0.002712113720218377,0.003134448945159455,0.0009286247338325745
JN092599.1.1535,0.0050713487172260995,0.0019669072238825787,0.0001137602451299951
KC283052.1.1536,-0.013431404229100578,-0.0031012355516332525,0.001978272443938733
AB118033.1.1533,-0.0018766562543364423,-0.007119234113292768,0.0018649061490941686
AEZJ02000039.521.2062,-0.008094303263716502,9.095087508814478e-05,0.0014844003661232254
AFUV01000004.339540.341080,-0.003405807006584796,-5.3537526159321115e-05,0.0005043037539649376
CP015403.1369456.1371009,0.003091538174990599,-0.05683018901869666,-0.10691011185531309
CP017665.1276159.1277680,-0.003405807006584796,-5.3537526159321115e-05,0.0005043037539649376
DQ777942.1.1523,0.002514955006255038,-0.005430778309702679,-0.0021259341954785304
FPLN01007699.15.1536,-0.006117930572235214,0.003047188510102804,0.0015591468529667252
FPLN01009130.13.1534,0.00515407420738264,0.004676617088840772,0.004287142265370836
FPLN01010122.33.1554,0.004530215763343395,0.002295625616011292,0.0023545745005231667
FPLP01005732.13.1534,-0.0012085142274253337,0.0014408743848257823,0.0003486620202388124
HQ883938.1.1522,-0.003515442944723759,-0.007177377273909718,-0.0003652283816958466
KF256028.1.1522,0.0044925012486626255,0.003420706587145111,0.0016969774740703525
AB627641.1.1533,-0.004826601003304549,-0.014552053009740168,0.0010660939238025101
EF406604.1.1522,-0.0005463870477122694,-0.006915487759934866,-0.05616112391757938
FPLN01010390.8.1528,-0.0033483198675736403,0.0030431052875653265,0.00573768376903634
FPLP01005029.13.1533,-0.003971304593025521,0.004464942130554605,0.0014085238964933724
U90314.1.1541,-0.0021762997294876457,0.012598318826415475,0.003831696019877046
AB661449.1.1532,0.00013911050742369368,-0.015090300728341796,3.133646766524472e-05
ACTI01000029.29.1556,-0.03486368595971611,-0.0460333387224753,-0.015893316493021618
ASSW01000015.461351.462878,0.008270690643975336,0.024199004116813007,0.0017522573879493596
DQ360844.1.1532,-0.002702366329475031,0.00292751097647403,0.000910360890047166
FPLN01003342.15.1534,-0.008236443200111885,-0.008196510776697924,0.00414693517924209
FPLN01004615.17.1536,0.0016289114039308463,0.0006652808231897262,0.0020104949592772304
HQ716224.1.1521,7.239042424416006e-05,-0.0010372507736625212,0.0017539401970630098
JQ711737.1.1532,-0.00713047102410663,0.005890566983638248,0.00189234874605382
KR068404.1.1520,-0.004574050796873367,0.0013583030998701438,0.0006042768445332922
AB606354.1.1519,-0.013231582006596328,0.09952075524039847,-0.00866411922026683
AB702924.1.1524,0.00793771292088832,0.0057023591933252306,0.001445137339969969
AKCD01000001.321917.323435,0.05277758979908435,-0.09361312408967125,-0.09709686227291163
DQ905926.1.1529,0.004817927003400386,-0.011579095493569844,0.006218184418915562
EU843173.1.1540,-0.04558064696204627,0.04961210128762057,-0.011515271700882772
KF621060.1.1519,-0.0012343407889604597,0.0013777572579995797,0.0003517989594381502
AB627689.1.1530,-0.146283889159848,-0.029364153194169892,-0.04566195565310432
CALK01000057.3384.4901,0.04007725440555958,-0.021910666742726927,-0.024050791204495752
CBWN010000030.3384.4921,0.0032623820670918888,-0.004517902250585592,0.004014339003317063
JX145037.1.1531,-0.003637762774264188,0.004043344266037645,0.0029655973267207906
AB969619.1.1529,-0.0038865769418548056,0.020579303161956823,-0.021861596193442714
AF262236.1.1531,-0.015770512825783282,-0.030803380859248573,-0.004161288606313136
FJ172874.1.1517,0.0009033371458138777,-0.00015848118945608242,0.0018887085747285703
FJ881220.1.1517,-0.005967496559381844,-0.010200968473492658,-0.00022718097586998484
HQ883943.1.1517,0.0006976939192215781,-0.005877356451025188,0.001222469904595402
AB627492.1.1527,0.025003277883413375,0.04977489085765818,-0.05648029801481918
BBXJ01000001.2660388.2661903,0.0030857563413357806,-0.004999376583330099,0.0033586684212101206
